Product_ID,Product_Name,Category,Price,Stock_Level,Supplier,Discount,Rating
610,Laptop,Home Appliances,45.2932050059181,427,Supplier B,42,3
781,Refrigerator,Electronics,562.2248268305401,144,Supplier C,39,3
575,Book,Electronics,530.0404160819803,129,Supplier A,36,1
799,Shirt,Books,994.6903492545548,140,Supplier B,33,3
882,Shirt,Books,217.80499865648295,414,Supplier C,43,1
289,Laptop,Electronics,272.94185057725906,92,Supplier C,33,2
786,Phone,Electronics,131.26982947976097,113,Supplier A,47,5
662,Laptop,Clothing,919.1921494606698,283,Supplier B,34,4
975,Refrigerator,Clothing,782.2550195692817,443,Supplier B,41,1
666,Refrigerator,Electronics,825.8923292277105,410,Supplier C,18,1
343,Book,Clothing,,142,Supplier B,7,1
931,Book,Toys,534.4019869913215,222,Supplier A,38,2
604,Refrigerator,Books,462.1693276217092,231,Supplier C,32,1
230,Refrigerator,Books,343.78364419230417,462,Supplier C,43,5
584,Refrigerator,Electronics,597.4303220608983,32,Supplier A,27,5
918,Laptop,Home Appliances,465.19282885402606,275,Supplier C,36,4
746,Refrigerator,Electronics,462.53427487346363,169,Supplier B,47,2
120,Shirt,Clothing,938.1893064565161,139,Supplier B,24,5
940,Phone,Home Appliances,984.3508839935475,356,Supplier C,35,3
266,Refrigerator,Clothing,800.5547015429892,200,Supplier A,16,3
373,Phone,Toys,761.6229284419898,22,Supplier A,23,3
487,Laptop,Clothing,686.9469985435194,455,Supplier B,20,1
700,Phone,Toys,182.75335528684343,223,Supplier A,1,1
415,Laptop,Toys,77.92370445814143,367,Supplier C,30,3
113,Shirt,Clothing,696.9117888109978,269,Supplier C,43,4
341,Laptop,Clothing,734.2104978114445,346,Supplier B,32,4
876,Laptop,Toys,66.033531276177,152,Supplier B,29,1
445,Book,Home Appliances,929.4907152242712,332,Supplier B,11,3
664,Refrigerator,Toys,109.31782665578399,84,Supplier A,43,4
997,Refrigerator,Books,300.1825230957783,108,Supplier C,11,1
439,Shirt,Toys,678.9420165427304,30,Supplier C,48,3
191,Shirt,Home Appliances,,228,Supplier C,23,2
466,Refrigerator,Books,74.30757067339954,239,Supplier B,23,3
554,Book,Electronics,,377,Supplier C,10,3
527,Refrigerator,Electronics,770.6521433580755,362,Supplier A,12,5
608,Book,Home Appliances,425.4051054055551,309,Supplier A,26,5
875,Shirt,Toys,659.9134634697805,388,Supplier C,7,2
134,Phone,Clothing,588.0267152835739,140,Supplier B,9,2
305,Shirt,Home Appliances,41.774112385068804,155,Supplier C,7,3
180,Shirt,Books,988.7691873047926,298,Supplier A,19,4
661,Laptop,Books,60.599527043,344,Supplier A,7,2
971,Laptop,Electronics,968.4466828955153,370,Supplier A,8,3
487,Laptop,Books,558.8668947971101,98,Supplier C,6,1
101,Laptop,Home Appliances,963.8958465237652,46,Supplier A,13,5
489,Book,Books,132.45852742555874,486,Supplier B,27,4
665,Refrigerator,Home Appliances,500.60034880180297,326,Supplier C,1,3
205,Phone,Clothing,186.11401002873745,421,Supplier C,42,1
871,Shirt,Electronics,69.95537948199356,479,Supplier A,7,5
921,Book,Books,625.1785327610653,66,Supplier A,12,1
576,Phone,Home Appliances,223.6277525424576,-1,Supplier B,20,3
802,Book,Toys,595.9430779217951,108,Supplier C,46,2
501,Book,Electronics,130.11719231000592,166,Supplier A,27,5
829,Shirt,Clothing,,36,Supplier B,34,1
655,,Home Appliances,785.9999068921823,118,Supplier A,22,2
261,Laptop,Clothing,448.3104914053439,497,Supplier C,45,4
301,Refrigerator,Clothing,635.1905065993897,85,Supplier A,14,3
369,Shirt,Books,654.508781930635,381,Supplier C,1,3
962,Shirt,Books,846.8799431075478,391,Supplier A,11,5
915,Shirt,Home Appliances,338.4243385185085,464,Supplier C,35,1
370,Phone,Toys,693.5496513308672,51,Supplier B,2,4
555,Refrigerator,Home Appliances,962.3834909052424,90,Supplier C,4,5
561,Refrigerator,Toys,,288,Supplier B,2,5
826,Book,Clothing,500.07306718338964,493,Supplier C,46,1
351,Book,Electronics,638.1030956020907,336,Supplier B,18,4
801,Book,Home Appliances,,-1,Supplier A,1,1
395,Shirt,Home Appliances,620.030250379995,203,Supplier C,43,3
824,Refrigerator,Toys,36.34229722004237,367,Supplier A,36,2
819,,Clothing,,237,Supplier B,16,3
848,Phone,Clothing,814.2588528711567,381,Supplier C,13,3
437,Book,Toys,287.197634366235,154,Supplier C,27,5
978,Shirt,Clothing,736.9308771699112,239,Supplier A,26,3
152,Shirt,Books,384.6778109368647,135,Supplier C,9,4
891,Phone,Electronics,531.4466415947843,406,Supplier C,2,3
316,Laptop,Home Appliances,86.61383382301563,361,Supplier A,35,4
863,Refrigerator,Electronics,197.60104982871536,380,Supplier C,37,1
287,Laptop,Home Appliances,958.0530242488499,368,Supplier A,24,5
479,Book,Books,892.3352923779757,63,Supplier A,21,4
592,Shirt,Clothing,659.2296086810692,122,Supplier A,47,3
140,Phone,Toys,470.4517054380226,253,Supplier A,38,5
256,Phone,Books,682.2460670373193,476,Supplier A,46,5
114,Refrigerator,Electronics,626.2380833120602,113,Supplier B,29,4
912,Laptop,Toys,,19,Supplier B,20,4
164,Refrigerator,Clothing,77.99353042627098,15,Supplier A,29,2
956,Shirt,Books,640.1465584482768,144,Supplier B,27,2
938,,Toys,773.541643679745,207,Supplier B,30,5
620,Phone,Books,994.200021552664,18,Supplier C,25,2
443,Phone,Books,30.856981542423483,375,Supplier A,42,3
228,Book,Clothing,735.5699842444631,391,Supplier B,21,1
747,Book,Home Appliances,580.3535296172608,165,Supplier C,20,5
571,Shirt,Toys,445.3711325593376,37,Supplier C,0,1
162,Laptop,Clothing,145.01877107994346,180,Supplier A,36,2
238,Refrigerator,Books,420.9034456621787,348,Supplier A,12,4
598,Shirt,Clothing,367.2896393264126,104,Supplier C,20,5
692,Book,Home Appliances,316.7732911991674,99,Supplier A,45,2
491,Refrigerator,Toys,736.2620308557636,89,Supplier A,8,3
774,Book,Home Appliances,706.7110108585786,414,Supplier C,16,5
518,Refrigerator,Electronics,597.2396891612933,299,Supplier C,46,5
388,Laptop,Toys,939.8915170275048,443,Supplier A,20,4
478,Shirt,Home Appliances,362.85729649723737,331,Supplier B,30,5
872,,Books,258.925898955976,400,Supplier A,38,4
589,,Toys,662.7852468364316,78,Supplier B,21,2
330,Phone,Toys,,72,Supplier C,11,3
140,Refrigerator,Clothing,328.7102970397561,422,Supplier B,5,3
127,Refrigerator,Books,240.11039127338714,425,Supplier C,15,5
234,Refrigerator,Electronics,87.7704963641312,175,Supplier A,25,5
300,Phone,Home Appliances,830.9487668029599,395,Supplier A,4,2
939,Phone,Clothing,269.44973206322794,95,Supplier C,8,4
879,Refrigerator,Home Appliances,,344,Supplier C,45,3
132,Book,Electronics,62.44896778922571,102,Supplier C,39,4
147,Book,Electronics,705.3526769275902,401,Supplier A,13,2
602,Laptop,Toys,343.949782260165,462,Supplier A,43,3
506,Shirt,Electronics,,223,Supplier B,41,3
673,Book,Home Appliances,424.1549992585088,5,Supplier C,29,1
827,,Books,211.84049427751214,121,Supplier B,25,2
904,Book,Books,522.9115806363952,235,Supplier A,44,2
198,Laptop,Toys,147.89446844469097,426,Supplier B,28,1
783,Laptop,Home Appliances,,115,Supplier B,18,4
971,Shirt,Home Appliances,330.9593678720768,162,Supplier A,46,1
825,Book,Electronics,,225,Supplier A,7,2
646,Phone,Home Appliances,79.71014728630556,229,Supplier C,22,4
838,Phone,Clothing,700.1370658236272,181,Supplier B,41,3
712,Refrigerator,Electronics,199.0961426676872,248,Supplier A,34,1
561,Phone,Clothing,332.66417284559503,317,Supplier A,30,4
742,Shirt,Toys,427.20378180082463,452,Supplier B,34,4
868,Shirt,Books,909.8547875874747,209,Supplier A,31,4
104,Phone,Toys,257.7267007523486,143,Supplier C,4,1
317,Phone,Books,109.48262649377682,391,Supplier C,15,3
602,Refrigerator,Toys,332.31581191071314,344,Supplier B,16,4
866,Phone,Home Appliances,122.58245112482268,95,Supplier C,31,1
497,Refrigerator,Clothing,146.02455624134146,381,Supplier A,37,2
970,Refrigerator,Books,582.3735860155261,345,Supplier A,31,1
894,Phone,Electronics,79.68389443750345,243,Supplier A,19,1
492,Laptop,Clothing,50.31226376569471,85,Supplier A,47,1
306,Laptop,Electronics,720.1258194410879,414,Supplier B,1,4
114,Refrigerator,Clothing,,490,Supplier C,19,1
957,,Clothing,142.8678422491958,393,Supplier C,46,2
653,Laptop,Toys,268.5405154425141,183,Supplier A,17,4
991,Phone,Books,649.244777205351,120,Supplier B,0,2
560,Phone,Books,290.02583579803417,331,Supplier A,28,5
790,Phone,Clothing,,91,Supplier A,28,1
674,Book,Home Appliances,139.26140059213884,69,Supplier B,18,4
963,Phone,Home Appliances,596.3317648533381,403,Supplier B,43,4
842,Book,Electronics,,132,Supplier A,39,1
340,Refrigerator,Electronics,634.4290658381422,278,Supplier C,5,3
663,Laptop,Toys,812.2269846579425,136,Supplier A,43,3
195,Laptop,Clothing,619.4134910021926,313,Supplier C,38,2
833,Laptop,Electronics,309.8326113431203,186,Supplier C,49,1
584,Laptop,Electronics,270.6288275173344,220,Supplier B,45,1
506,Laptop,Clothing,340.87253955877907,463,Supplier B,7,5
330,Laptop,Toys,181.32810297177474,437,Supplier A,23,3
848,Laptop,Electronics,197.54841383301968,45,Supplier C,19,3
754,Refrigerator,Toys,794.8772798621645,277,Supplier C,13,1
270,Phone,Books,,191,Supplier A,4,2
640,Shirt,Toys,447.2752769591741,7,Supplier A,40,1
135,Book,Home Appliances,602.168476255475,378,Supplier A,39,2
624,Shirt,Home Appliances,597.8604252485167,275,Supplier B,33,3
259,Shirt,Toys,86.02933409148721,178,Supplier A,15,5
938,Phone,Home Appliances,,333,Supplier A,44,4
798,Phone,Books,193.78002215946063,38,Supplier C,6,3
342,Phone,Clothing,728.6102033286754,292,Supplier A,15,2
185,,Home Appliances,777.2175683656033,177,Supplier C,6,1
895,Refrigerator,Home Appliances,,161,Supplier C,26,3
677,Laptop,Toys,587.3980936230623,330,Supplier B,13,5
781,Refrigerator,Books,34.316817166705206,373,Supplier A,13,2
656,Refrigerator,Clothing,373.1679825159073,103,Supplier A,43,1
673,Shirt,Toys,612.7426407753295,160,Supplier C,32,4
745,Shirt,Toys,399.7022700040879,286,Supplier B,32,2
895,Refrigerator,Books,866.2102970145568,122,Supplier B,43,1
127,Refrigerator,Clothing,322.62622984262305,53,Supplier A,19,4
719,Laptop,Books,,427,Supplier C,46,1
655,Laptop,Clothing,280.67773923080483,33,Supplier A,35,4
439,Shirt,Books,346.1252515815796,241,Supplier A,6,4
897,Phone,Toys,566.2568650279035,454,Supplier A,31,4
430,Refrigerator,Toys,712.874988387139,377,Supplier A,47,1
739,Laptop,Electronics,669.3165593840093,112,Supplier C,2,4
605,Shirt,Home Appliances,811.56346358185,317,Supplier B,38,2
447,Laptop,Books,888.1957155874763,22,Supplier A,28,5
572,Refrigerator,Electronics,819.7574614964842,45,Supplier A,23,5
330,Refrigerator,Home Appliances,,311,Supplier A,21,4
289,Book,Books,741.1995944809489,134,Supplier A,5,5
324,Phone,Clothing,224.23158214596498,117,Supplier B,47,5
484,Book,Home Appliances,150.26948185382298,472,Supplier B,23,4
476,Shirt,Toys,645.7190091031528,188,Supplier B,39,4
382,Laptop,Electronics,,130,Supplier B,22,2
732,,Home Appliances,75.97482010303439,421,Supplier A,37,3
727,Refrigerator,Home Appliances,154.87713971039412,211,Supplier C,9,1
844,Book,Toys,20.910828532561844,417,Supplier B,15,4
358,Book,Books,905.1591547978131,112,Supplier B,10,4
458,Book,Clothing,44.12562416441382,43,Supplier A,31,5
809,Shirt,Toys,225.26665411932083,127,Supplier A,44,2
555,Refrigerator,Clothing,427.9375250741492,363,Supplier A,5,5
510,Laptop,Books,369.4398994318027,157,Supplier A,23,4
748,Laptop,Home Appliances,913.4913593745202,272,Supplier C,32,4
417,Shirt,Clothing,59.48316681985127,314,Supplier C,11,5
776,Book,Electronics,521.9704135235106,393,Supplier B,26,4
324,Phone,Electronics,686.8698732738865,354,Supplier C,37,3
918,,Toys,933.0640142075454,339,Supplier B,17,1
333,Shirt,Books,627.9638270812466,401,Supplier B,44,1
783,Refrigerator,Toys,807.6801312915275,44,Supplier C,38,1
763,Laptop,Toys,102.05043908844144,107,Supplier B,12,3
926,Shirt,Toys,398.22072071818883,218,Supplier A,39,4
473,Shirt,Electronics,386.4681917894861,442,Supplier B,29,5
771,Book,Electronics,888.5624521266033,317,Supplier A,48,2
707,Book,Toys,,314,Supplier C,40,4
571,Phone,Electronics,168.84844888989767,176,Supplier C,12,3
332,Refrigerator,Books,,227,Supplier B,33,3
791,Phone,Toys,73.37672641950083,190,Supplier A,35,1
212,Book,Electronics,198.80887983944024,470,Supplier B,29,4
929,Laptop,Clothing,965.9054457748205,159,Supplier C,24,1
596,Book,Toys,439.6202610698294,393,Supplier B,1,2
541,Refrigerator,Toys,639.3788242539877,266,Supplier B,35,1
663,Book,Books,731.5890341577442,357,Supplier A,17,2
367,Refrigerator,Home Appliances,379.62217886705645,325,Supplier C,4,3
609,Refrigerator,Home Appliances,164.28253292230661,378,Supplier B,18,1
906,Refrigerator,Books,222.4493958973452,488,Supplier A,41,1
485,,Books,327.0011470489981,189,Supplier B,17,5
486,Refrigerator,Books,643.3470519451812,174,Supplier A,31,3
212,Laptop,Home Appliances,410.31493810727335,289,Supplier A,20,5
712,Phone,Books,26.678403942125556,483,Supplier B,9,2
724,Shirt,Electronics,532.9390413661224,356,Supplier C,36,2
180,Phone,Toys,923.0831240692695,144,Supplier C,48,3
798,Refrigerator,Toys,815.8360587885054,231,Supplier A,21,2
212,Laptop,Clothing,828.7071438344384,359,Supplier C,12,3
101,Book,Clothing,799.1568572540085,437,Supplier A,16,2
741,Laptop,Toys,337.2562090982152,203,Supplier C,8,4
319,Refrigerator,Electronics,769.8899570793042,212,Supplier B,23,1
665,Laptop,Home Appliances,160.29813065496913,39,Supplier C,43,4
954,Laptop,Home Appliances,664.5618243304344,274,Supplier A,13,3
835,Refrigerator,Electronics,648.7371953512945,322,Supplier A,45,3
324,Laptop,Home Appliances,45.058403107939974,81,Supplier C,7,4
484,Shirt,Books,792.210730919113,180,Supplier B,36,1
502,Shirt,Toys,905.1831429932279,498,Supplier A,18,1
737,Laptop,Toys,282.0669729026655,319,Supplier A,27,5
229,Book,Electronics,816.1429097024279,82,Supplier A,45,2
152,Refrigerator,Home Appliances,100.75785242470924,302,Supplier A,40,5
783,Shirt,Clothing,607.9685010958447,261,Supplier A,29,1
829,Book,Clothing,495.9339280275916,271,Supplier B,6,4
771,Laptop,Home Appliances,555.00506264282,199,Supplier C,25,2
809,Book,Clothing,927.6810978466582,-1,Supplier B,39,4
515,Phone,Electronics,873.8889423019165,401,Supplier B,45,5
346,,Electronics,789.3819840949619,179,Supplier A,45,3
935,Laptop,Home Appliances,288.2244885248036,431,Supplier B,10,4
538,Refrigerator,Clothing,913.5822561123698,170,Supplier A,13,5
302,Laptop,Electronics,115.55753861459775,294,Supplier B,20,5
283,Refrigerator,Electronics,,176,Supplier A,7,5
222,Laptop,Books,341.5968709065356,368,Supplier A,2,3
500,Book,Books,72.6968654287437,395,Supplier B,27,3
866,Book,Electronics,,236,Supplier B,28,3
393,Book,Home Appliances,246.65432974963633,137,Supplier C,22,2
379,Phone,Toys,258.6997033473393,-1,Supplier C,17,3
936,,Toys,319.92622290419604,365,Supplier C,34,3
983,Book,Electronics,82.41107215246639,310,Supplier B,12,3
709,Phone,Electronics,193.58460131428896,128,Supplier B,11,4
297,Refrigerator,Electronics,25.036835033849094,48,Supplier A,46,3
610,,Home Appliances,456.5013306836711,163,Supplier C,49,2
851,Phone,Books,102.57026986961186,276,Supplier A,4,5
243,Shirt,Electronics,688.999552943315,292,Supplier A,38,4
708,Phone,Electronics,250.9103941678154,115,Supplier A,10,1
300,Phone,Clothing,944.7026611544736,23,Supplier A,10,3
223,Refrigerator,Home Appliances,873.8265948506795,310,Supplier C,46,5
286,Laptop,Electronics,303.65207706884405,24,Supplier A,41,5
425,Shirt,Clothing,787.5511455635452,390,Supplier B,46,4
563,Book,Toys,807.1800065715101,126,Supplier B,30,1
448,Book,Electronics,986.8318518321222,233,Supplier B,30,2
870,Phone,Electronics,605.8831871087713,208,Supplier C,12,5
759,Refrigerator,Clothing,100.32641995078895,92,Supplier A,13,5
863,,Home Appliances,653.9004843478533,93,Supplier C,48,5
502,Book,Electronics,632.4801534085145,326,Supplier A,44,5
445,Shirt,Toys,645.5835658720231,224,Supplier C,41,4
610,Laptop,Electronics,,454,Supplier C,24,1
246,Shirt,Toys,862.4859933787262,377,Supplier A,32,5
247,Laptop,Books,960.2827392963037,279,Supplier C,32,2
963,Book,Books,233.3582627185885,10,Supplier A,14,2
810,Laptop,Toys,106.38911497391156,328,Supplier B,15,3
919,Refrigerator,Home Appliances,210.6443325051144,11,Supplier B,43,5
588,Phone,Electronics,824.1410964706045,34,Supplier B,37,5
739,Phone,Electronics,683.1117421234505,446,Supplier C,5,5
650,Book,Books,643.3263954923441,451,Supplier B,43,5
437,Refrigerator,Toys,413.75727240723603,227,Supplier A,24,5
971,Shirt,Electronics,586.271412081207,219,Supplier B,14,2
740,Refrigerator,Electronics,321.7166427688801,440,Supplier B,3,1
878,Phone,Home Appliances,487.65607782960205,140,Supplier C,3,1
572,,Clothing,,22,Supplier A,29,3
250,Refrigerator,Books,981.6167655063529,82,Supplier C,33,2
514,Refrigerator,Books,933.8391451180058,489,Supplier C,26,5
397,Phone,Clothing,,228,Supplier A,30,1
710,Shirt,Electronics,,422,Supplier C,31,4
362,Book,Home Appliances,479.4140828966551,343,Supplier A,43,4
863,Book,Home Appliances,,79,Supplier B,38,4
243,Refrigerator,Books,923.7480894902585,352,Supplier A,8,5
445,Book,Home Appliances,159.15437416504295,395,Supplier A,40,5
723,Phone,Clothing,318.15702655065184,289,Supplier A,7,3
671,Phone,Electronics,156.46190770222734,454,Supplier C,13,3
980,Refrigerator,Clothing,619.7683593602662,330,Supplier A,32,3
101,Refrigerator,Toys,320.1749769497868,158,Supplier A,22,4
996,Refrigerator,Books,339.585695462322,476,Supplier A,20,5
403,Shirt,Home Appliances,,127,Supplier B,11,4
353,Book,Toys,362.80014057144007,189,Supplier A,1,3
751,Refrigerator,Home Appliances,865.2465772535536,396,Supplier C,12,5
552,Laptop,Electronics,,30,Supplier A,3,2
136,Laptop,Electronics,701.2837168858644,385,Supplier A,19,1
259,Phone,Electronics,637.0357780398208,358,Supplier B,49,1
108,Book,Home Appliances,866.214916201733,14,Supplier A,47,3
332,Refrigerator,Toys,149.64218869801746,312,Supplier C,13,4
198,Laptop,Electronics,978.0381611381423,74,Supplier A,29,2
758,Book,Toys,590.9760731195582,33,Supplier C,28,5
915,Phone,Home Appliances,995.5646692998781,358,Supplier B,7,4
307,Shirt,Toys,913.2844313485338,195,Supplier A,11,3
230,Book,Home Appliances,237.08692667084367,330,Supplier B,40,4
503,Book,Home Appliances,75.03876970524684,-1,Supplier A,37,3
251,,Books,270.5263119194543,193,Supplier C,25,1
153,Book,Home Appliances,537.0123760194315,15,Supplier B,49,1
219,Phone,Home Appliances,188.1644397238862,422,Supplier A,1,4
772,Phone,Clothing,184.11054962762873,76,Supplier C,39,2
727,Shirt,Electronics,473.34167616305007,292,Supplier B,13,5
686,Refrigerator,Books,52.60261174597125,80,Supplier A,5,3
724,Laptop,Books,139.45032088162503,404,Supplier B,41,5
519,Refrigerator,Books,427.5441126197886,427,Supplier A,39,1
521,Book,Clothing,,123,Supplier C,30,2
203,Laptop,Home Appliances,408.8199553264187,18,Supplier C,16,2
951,Shirt,Electronics,484.5261406294762,454,Supplier B,24,5
353,Shirt,Toys,462.2412817916521,101,Supplier B,31,1
326,Laptop,Home Appliances,871.7913602550256,-1,Supplier A,11,5
211,Phone,Clothing,539.4612059506978,76,Supplier C,48,4
609,Laptop,Home Appliances,478.6208532284825,228,Supplier A,12,2
572,Book,Home Appliances,422.4950604838329,449,Supplier C,18,2
198,Phone,Clothing,821.2709107383964,296,Supplier B,43,4
252,Shirt,Books,897.1554719198365,202,Supplier A,47,1
960,Laptop,Books,856.1776198131752,471,Supplier A,24,2
995,,Electronics,680.075646568763,453,Supplier C,30,3
977,Refrigerator,Electronics,154.61451104930075,60,Supplier C,36,3
437,Book,Books,291.332570102172,25,Supplier C,24,1
805,Refrigerator,Toys,65.1418024083379,70,Supplier B,15,4
921,,Home Appliances,932.2075934903119,102,Supplier A,37,5
262,Laptop,Toys,667.5825590970921,466,Supplier C,42,1
819,Refrigerator,Home Appliances,751.4356266269766,325,Supplier B,48,5
780,Laptop,Books,,362,Supplier C,22,1
260,Book,Electronics,848.7404518317956,156,Supplier A,13,3
679,Phone,Electronics,274.41121803430894,362,Supplier C,5,4
900,Book,Toys,21.61088197020069,358,Supplier A,24,3
497,Book,Electronics,388.88666327028005,193,Supplier B,22,4
376,Laptop,Books,579.346251339892,274,Supplier B,42,5
915,Phone,Toys,489.1307608062121,323,Supplier C,11,1
603,Laptop,Home Appliances,864.8346197250651,185,Supplier A,12,2
995,Shirt,Electronics,123.2971802370436,325,Supplier A,35,2
491,Laptop,Clothing,562.746971821051,112,Supplier A,38,4
234,Laptop,Electronics,522.7197628244893,312,Supplier C,33,4
294,Laptop,Home Appliances,295.76512252871976,164,Supplier A,5,3
500,Phone,Toys,825.7835503254704,60,Supplier A,37,2
739,Laptop,Home Appliances,757.7916827645622,-1,Supplier A,49,3
132,Phone,Clothing,738.2020035851943,285,Supplier A,39,5
787,Refrigerator,Books,878.6686287041649,454,Supplier C,7,2
559,Shirt,Electronics,728.3289086090907,456,Supplier C,7,5
982,Phone,Toys,247.2044658804319,152,Supplier A,39,1
569,Refrigerator,Books,711.4514574166973,224,Supplier A,32,3
474,Phone,Home Appliances,321.548757122047,126,Supplier B,33,4
121,Phone,Toys,257.33115734052114,192,Supplier B,43,2
849,Shirt,Books,91.54352104163478,114,Supplier A,14,3
769,Book,Toys,749.1480087407232,261,Supplier A,35,4
137,Book,Clothing,716.780942710815,17,Supplier B,34,1
329,Phone,Clothing,249.80948812061186,9,Supplier B,45,2
464,Laptop,Electronics,754.3914363896729,91,Supplier A,21,5
662,Refrigerator,Electronics,919.484065431682,138,Supplier C,22,1
537,Laptop,Clothing,125.86837834174767,480,Supplier C,39,4
875,Laptop,Toys,247.98390561903946,448,Supplier A,44,2
382,Phone,Clothing,755.2555782055692,332,Supplier A,21,2
126,Phone,Electronics,289.0165400369367,356,Supplier B,4,1
325,Phone,Clothing,632.1706947980424,339,Supplier B,30,2
376,Phone,Clothing,99.54093997444022,-1,Supplier C,12,4
897,Book,Toys,463.15842952146795,51,Supplier A,27,1
708,Phone,Books,744.309593553094,194,Supplier B,19,5
383,Book,Electronics,692.7836641823875,465,Supplier C,32,1
978,Book,Toys,818.7706586622907,488,Supplier C,15,1
580,Phone,Clothing,879.9030840711055,205,Supplier C,28,5
552,Shirt,Clothing,777.719831233583,286,Supplier B,22,4
928,Refrigerator,Books,678.1559880801475,474,Supplier B,23,3
915,Laptop,Electronics,51.088041979710525,400,Supplier A,33,3
758,Book,Electronics,544.2673399412552,438,Supplier A,6,5
615,Refrigerator,Home Appliances,56.943770416555736,365,Supplier C,37,4
646,Shirt,Electronics,811.9064607737022,92,Supplier C,36,2
291,Laptop,Books,334.3100339707584,419,Supplier B,3,5
148,Laptop,Home Appliances,571.1807866355625,484,Supplier B,33,3
611,Book,Home Appliances,293.85640117252456,409,Supplier A,41,4
116,Phone,Clothing,786.8501414926877,308,Supplier A,21,1
271,Shirt,Clothing,,144,Supplier A,4,4
319,Book,Electronics,410.6696443288027,85,Supplier B,49,4
257,Shirt,Home Appliances,865.6639456407692,152,Supplier C,41,3
576,Phone,Clothing,281.73350730720574,1,Supplier A,22,3
145,Phone,Books,,341,Supplier A,14,2
472,Book,Clothing,861.5862012419299,388,Supplier B,30,2
617,Phone,Clothing,339.3637157634746,259,Supplier A,8,5
198,Refrigerator,Home Appliances,954.961419776524,163,Supplier C,42,1
991,Laptop,Home Appliances,,5,Supplier B,24,2
844,Book,Toys,37.909568329036105,499,Supplier A,24,3
136,Shirt,Books,906.0526455266269,148,Supplier A,48,4
379,Refrigerator,Home Appliances,87.2756928249148,204,Supplier B,20,5
448,,Electronics,992.0514120285419,117,Supplier B,8,2
596,Phone,Books,952.368924739524,484,Supplier A,47,4
401,Phone,Books,,88,Supplier C,37,4
280,Phone,Home Appliances,546.8329331787145,153,Supplier B,21,2
706,Phone,Books,201.22189151780145,438,Supplier C,42,1
198,Shirt,Home Appliances,439.59206956951743,166,Supplier A,22,1
799,Refrigerator,Clothing,80.19662667463602,467,Supplier C,48,5
215,Laptop,Toys,239.44609604065772,160,Supplier A,3,1
290,Shirt,Clothing,,269,Supplier A,28,5
352,Shirt,Home Appliances,449.8745502411337,55,Supplier A,14,3
260,Laptop,Home Appliances,977.9463330447153,227,Supplier A,0,2
355,Laptop,Clothing,811.7083327703016,336,Supplier C,29,4
422,Phone,Electronics,742.6617454257073,148,Supplier A,28,5
227,Shirt,Electronics,546.3004884471347,45,Supplier A,19,1
117,Book,Electronics,843.1978053922566,143,Supplier C,32,5
892,Laptop,Home Appliances,352.53637894259685,237,Supplier B,40,5
834,Laptop,Books,714.7211305178497,271,Supplier C,43,1
